,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
835,Dominant-Upper-Arm,sitting:-legs-straight,775.2748688,1.060468069,775.3637856,11660.58751,20129.91366,199490.6003,8.804347826,7251.773916,10.36956522,6115.380338,2.054347826,4416.956436,4.41E-05
836,Dominant-Upper-Arm,sitting:-legs-straight,775.8267143,1.067729402,775.6964613,11591.28535,20263.34279,178754.9385,6.953210011,8743.411026,8.422198041,6910.032177,0.783460283,4372.357057,3.89E-05
837,Dominant-Upper-Arm,sitting:-legs-straight,776.2826932,1.40927578,776.2383655,11695.45976,20331.45536,475554.3323,3.435114504,25245.51824,5.98691385,17218.78166,1.962922574,8956.797893,7.22E-06
838,Dominant-Upper-Arm,sitting:-legs-straight,782.1632978,5.13783541,784.0558015,11622.92833,20482.09911,1970272.573,0.391304348,336446.1315,0.782608696,110393.3521,0.782608696,127122.0908,1.99E-07
839,Dominant-Upper-Arm,sitting:-legs-straight,785.113531,4.152659138,785.8231351,11829.68782,20559.8534,4412599.538,3.235294118,214632.2444,2.254901961,175801.4777,2.058823529,106392.9432,7.33E-07
840,Dominant-Upper-Arm,sitting:-legs-straight,775.2859991,2.179795835,774.8445005,11642.93013,20294.06251,439651.198,6.870229008,28233.55518,7.753544166,13771.04689,0.785169029,7348.994008,1.56E-05
841,Dominant-Upper-Arm,sitting:-legs-straight,773.3424082,1.039531315,773.4351944,11708.3375,20124.5153,163786.3484,5.490196078,5637.950302,14.11764706,4123.684989,1.274509804,3514.566211,3.35E-05
842,Dominant-Upper-Arm,sitting:-legs-straight,773.1027742,1.063015602,773.0595061,11653.2217,20177.74388,178301.0747,5,4497.705168,1.470588235,4492.499632,1.470588235,4675.833958,2.80E-05
843,Dominant-Upper-Arm,sitting:-legs-straight,772.6383174,1.097933368,772.7088712,11412.81582,20105.85154,231975.978,7.043478261,9992.209955,7.239130435,6728.999157,1.173913043,2230.892194,3.04E-05
844,Dominant-Upper-Arm,sitting:-legs-straight,772.6964616,1.03150271,772.8162783,10631.35697,19943.73726,172340.0165,9.49945593,5544.054417,0.979325354,5268.235111,0.979325354,4490.49696,5.51E-05
845,Dominant-Upper-Arm,sitting:-legs-straight,772.5685977,1.031335852,772.4681218,11491.54232,20252.69182,185094.5553,2.745098039,7018.789383,1.078431373,6841.630723,1.078431373,5661.875672,1.48E-05
846,Dominant-Upper-Arm,sitting:-legs-straight,772.4157479,1.126596482,772.3639039,11037.96335,20130.00395,207392.8956,0.495594714,6901.976578,5.45154185,6721.166177,1.685022026,6275.646022,2.39E-06
847,Dominant-Upper-Arm,sitting:-legs-straight,772.2686391,1.833705742,772.2344204,8852.964871,15662.03742,296087.1728,3.092224231,12757.44683,3.417721519,12282.45265,1.952983725,2466.405396,1.04E-05
848,Dominant-Upper-Arm,sitting:-legs-straight,781.6622341,8.341329664,784.4864562,11615.19819,20353.69207,5193577.464,0.394304491,1491736.877,0.295728368,637902.4768,0.690032859,211140.3119,7.59E-08
849,Dominant-Upper-Arm,sitting:-legs-straight,780.802731,5.50791254,781.5638167,9563.937578,16681.49816,1844470.352,0.588235294,580073.886,0.294117647,198816.0677,0.588235294,154094.7313,3.19E-07
850,Dominant-Upper-Arm,sitting:-legs-straight,765.9693196,2.504718587,765.8864146,11570.14671,20091.8966,1955596.58,4.490238612,95310.0188,4.197396963,84001.49519,1.659436009,13987.68322,2.30E-06
851,Dominant-Upper-Arm,sitting:-legs-straight,765.5496275,2.573030435,765.6774778,11483.83991,19980.02928,2006569.865,4.42139738,110136.6511,4.22489083,72469.25355,0.786026201,37157.69884,2.20E-06
852,Dominant-Upper-Arm,sitting:-legs-straight,764.6621208,2.149052011,764.6476312,11429.45012,19959.88036,1288190.38,4.342105263,90386.05719,4.243421053,76292.79172,2.368421053,17985.72202,3.37E-06
853,Dominant-Upper-Arm,sitting:-legs-straight,763.889292,2.811832246,764.2146295,11527.23497,20037.0153,1871665.769,4.397394137,179658.9314,4.788273616,115357.8186,2.442996743,22205.92982,2.35E-06
854,Dominant-Upper-Arm,sitting:-legs-straight,762.9170603,2.5563881,762.9600251,11520.50988,19997.67186,1904841.519,4.108695652,159401.2093,4.304347826,102339.621,1.467391304,17727.78846,2.16E-06
855,Dominant-Upper-Arm,sitting:-legs-straight,764.9552576,2.50421488,764.9477106,11552.56573,20036.57276,2000249.574,4.406964091,198367.1121,0.489662677,121329.6504,1.860718172,24433.86834,2.20E-06
856,Dominant-Upper-Arm,sitting:-legs-straight,763.1747223,2.803769754,763.1028764,11521.83822,19971.20189,1708122.536,7.638737758,80022.89536,0.489662677,68016.51498,1.762785637,29555.02589,4.47E-06
857,Dominant-Upper-Arm,sitting:-legs-straight,762.6151413,2.220679158,762.6132703,11497.86054,19964.35373,1443063.086,4.416575791,92271.59551,4.514721919,53316.67262,2.355507088,12097.18926,3.06E-06
858,Dominant-Upper-Arm,sitting:-legs-straight,763.8744479,2.976091679,764.0739493,11526.76581,20062.65346,2399919.434,0.390032503,111699.3156,4.680390033,89147.14214,0.975081257,37255.03715,1.63E-07
859,Dominant-Upper-Arm,sitting:-legs-straight,763.1293913,2.020292455,763.2463559,11483.4271,19892.20277,1370405.398,4.252747253,93894.75217,8.307692308,83831.96036,1.186813187,6669.254143,3.10E-06
860,Dominant-Upper-Arm,sitting:-legs-straight,763.2654458,2.299987701,763.2306336,11405.11131,19775.66171,1442353.384,4.195338513,90064.76752,4.794672586,74055.44928,2.097669256,21578.04311,2.91E-06
861,Dominant-Upper-Arm,sitting:-legs-straight,763.1516827,2.223354613,763.1353091,11655.65815,20238.41103,1829346.28,7.468085106,73692.18314,8.234042553,71965.3204,1.627659574,14191.31245,4.08E-06
862,Dominant-Upper-Arm,sitting:-legs-straight,765.4249156,2.591748525,765.4982037,11482.56452,19991.02711,1846889.604,3.848684211,104118.7932,4.342105263,75818.51027,1.875,36244.96059,2.08E-06
863,Dominant-Upper-Arm,sitting:-legs-straight,765.5375469,1.846777976,765.4861201,11549.8226,20189.78695,1084505.195,3.967741935,61731.25896,4.35483871,52007.61343,1.161290323,9036.181457,3.66E-06
864,Dominant-Upper-Arm,sitting:-legs-straight,765.3635698,2.846242233,765.7910942,11524.75097,20017.86342,2054201.362,4.426229508,135221.5592,4.229508197,76545.5782,1.967213115,49294.34315,2.15E-06
865,Dominant-Upper-Arm,sitting:-legs-straight,765.3422292,1.991134251,765.4332106,11441.55684,19877.17822,1303756.508,7.466814159,77826.89242,7.267699115,68500.75419,2.090707965,9342.732165,5.73E-06
866,Dominant-Upper-Arm,sitting:-legs-straight,765.6710103,2.675828628,765.6716006,11663.00793,20257.4761,2438894.205,4.226254002,137449.2648,7.395944504,135058.6254,1.921024546,39694.13413,1.73E-06
867,Dominant-Upper-Arm,sitting:-legs-straight,765.4387034,2.446701837,765.4658712,11560.80477,20065.12437,1425805.232,4.504896627,112127.8931,8.0304679,87212.74126,2.056583243,10528.00081,3.16E-06
868,Dominant-Upper-Arm,sitting:-legs-straight,763.763203,1.813676861,763.6465151,9511.144936,16611.41008,469435.9161,7.677725118,29373.07426,7.535545024,23281.76593,0.853080569,3190.694086,1.64E-05
869,Dominant-Upper-Arm,sitting:-legs-straight,784.2998485,8.873990497,785.3617001,11688.20405,20516.2335,16637550.86,0.293159609,1606397.951,3.908794788,680695.6227,0.879478827,391294.2029,1.76E-08
